model	constr	group	gap	island	effect
model_1_2	eval_tough	109	1	1	-2.828125
model_1_2	eval_tough	110	-1	-1	1.5625
model_1_2	eval_tough	110	-1	1	0.75
model_1_2	eval_tough	110	1	-1	0.59375
model_1_2	eval_tough	110	1	1	4.0625
model_1_2	eval_tough	111	-1	-1	-2.1875
model_1_2	eval_tough	111	-1	1	-1.5
model_1_2	eval_tough	111	1	-1	-8.28125
model_1_2	eval_tough	111	1	1	-0.28125
model_1_2	eval_tough	112	-1	-1	-2.1875
model_1_2	eval_tough	112	-1	1	-1.5
model_1_2	eval_tough	112	1	-1	-4.75
model_1_2	eval_tough	112	1	1	-2.828125
model_1_2	eval_tough	113	-1	-1	-2.1875
model_1_2	eval_tough	113	-1	1	-1.5
model_1_2	eval_tough	113	1	-1	0.59375
model_1_2	eval_tough	113	1	1	4.0625
model_1_2	eval_tough	114	-1	-1	2.5
model_1_2	eval_tough	114	-1	1	-0.125
model_1_2	eval_tough	114	1	-1	-8.28125
model_1_2	eval_tough	114	1	1	-0.28125
model_1_2	eval_tough	115	-1	-1	2.5
model_1_2	eval_tough	115	-1	1	-0.125
model_1_2	eval_tough	115	1	-1	-4.75
model_1_2	eval_tough	115	1	1	-2.828125
model_1_2	eval_tough	116	-1	-1	2.5
model_1_2	eval_tough	116	-1	1	-0.125
model_1_2	eval_tough	116	1	-1	0.59375
model_1_2	eval_tough	116	1	1	4.0625
model_1_2	eval_tough	117	-1	-1	2.5
model_1_2	eval_tough	117	-1	1	-2.4375
model_1_2	eval_tough	117	1	-1	-6.21875
model_1_2	eval_tough	117	1	1	-6.21875
model_1_2	eval_tough	118	-1	-1	2.5
model_1_2	eval_tough	118	-1	1	-2.4375
model_1_2	eval_tough	118	1	-1	-6.40625
model_1_2	eval_tough	118	1	1	-6.5
model_1_2	eval_tough	119	-1	-1	2.5
model_1_2	eval_tough	119	-1	1	-2.4375
model_1_2	eval_tough	119	1	-1	1.125
model_1_2	eval_tough	119	1	1	-0.1875
model_1_2	eval_tough	120	-1	-1	-2.75
model_1_2	eval_tough	120	-1	1	-4.0625
model_1_2	eval_tough	120	1	-1	-6.21875
model_1_2	eval_tough	120	1	1	-6.21875
model_1_2	eval_tough	121	-1	-1	-2.75
model_1_2	eval_tough	121	-1	1	-4.0625
model_1_2	eval_tough	121	1	-1	-6.40625
model_1_2	eval_tough	121	1	1	-6.5
model_1_2	eval_tough	122	-1	-1	-2.75
model_1_2	eval_tough	122	-1	1	-4.0625
model_1_2	eval_tough	122	1	-1	1.125
model_1_2	eval_tough	122	1	1	-0.1875
model_1_2	eval_tough	123	-1	-1	0.8125
model_1_2	eval_tough	123	-1	1	-2.3125
model_1_2	eval_tough	123	1	-1	-6.21875
model_1_2	eval_tough	123	1	1	-6.21875
model_1_2	eval_tough	124	-1	-1	0.8125
model_1_2	eval_tough	124	-1	1	-2.3125
model_1_2	eval_tough	124	1	-1	-6.40625
model_1_2	eval_tough	124	1	1	-6.5
model_1_2	eval_tough	125	-1	-1	0.8125
model_1_2	eval_tough	125	-1	1	-2.3125
model_1_2	eval_tough	125	1	-1	1.125
model_1_2	eval_tough	125	1	1	-0.1875
model_1_2	eval_tough	126	-1	-1	0.4375
model_1_2	eval_tough	126	-1	1	3.0625
model_1_2	eval_tough	126	1	-1	-2.25
model_1_2	eval_tough	126	1	1	3.71875
model_1_2	eval_tough	127	-1	-1	0.4375
model_1_2	eval_tough	127	-1	1	3.0625
model_1_2	eval_tough	127	1	-1	-9.65625
model_1_2	eval_tough	127	1	1	1.1328125
model_1_2	eval_tough	128	-1	-1	0.4375
model_1_2	eval_tough	128	-1	1	3.0625
model_1_2	eval_tough	128	1	-1	-4.6875
model_1_2	eval_tough	128	1	1	2.5625
model_1_2	eval_tough	129	-1	-1	-1.25
model_1_2	eval_tough	129	-1	1	2.09375
model_1_2	eval_tough	129	1	-1	-2.25
model_1_2	eval_tough	129	1	1	3.71875
model_1_2	eval_tough	130	-1	-1	-1.25
model_1_2	eval_tough	130	-1	1	2.09375
model_1_2	eval_tough	130	1	-1	-9.65625
model_1_2	eval_tough	130	1	1	1.1328125
model_1_2	eval_tough	131	-1	-1	-1.25
model_1_2	eval_tough	131	-1	1	2.09375
model_1_2	eval_tough	131	1	-1	-4.6875
model_1_2	eval_tough	131	1	1	2.5625
model_1_2	eval_tough	132	-1	-1	-1.0625
model_1_2	eval_tough	132	-1	1	1.6875
model_1_2	eval_tough	132	1	-1	-2.25
model_1_2	eval_tough	132	1	1	3.71875
model_1_2	eval_tough	133	-1	-1	-1.0625
model_1_2	eval_tough	133	-1	1	1.6875
model_1_2	eval_tough	133	1	-1	-9.65625
model_1_2	eval_tough	133	1	1	1.1328125
model_1_2	eval_tough	134	-1	-1	-1.0625
model_1_2	eval_tough	134	-1	1	1.6875
model_1_2	eval_tough	134	1	-1	-4.6875
model_1_2	eval_tough	134	1	1	2.5625
model_1_2	eval_tough	135	-1	-1	3.5
model_1_2	eval_tough	135	-1	1	1.6875
model_1_2	eval_tough	135	1	-1	-5.71875
model_1_2	eval_tough	135	1	1	-1.328125
model_1_2	eval_tough	136	-1	-1	3.5
model_1_2	eval_tough	136	-1	1	1.6875
model_1_2	eval_tough	136	1	-1	0.953125
model_1_2	eval_tough	136	1	1	1.015625
model_1_2	eval_tough	137	-1	-1	3.5
model_1_2	eval_tough	137	-1	1	1.6875
model_1_2	eval_tough	137	1	-1	-2.0625
model_1_2	eval_tough	137	1	1	2.375
model_1_2	eval_tough	138	-1	-1	2.5
model_1_2	eval_tough	138	-1	1	-1.5
model_1_2	eval_tough	138	1	-1	-5.71875
model_1_2	eval_tough	138	1	1	-1.328125
model_1_2	eval_tough	139	-1	-1	2.5
model_1_2	eval_tough	139	-1	1	-1.5
model_1_2	eval_tough	139	1	-1	0.953125
model_1_2	eval_tough	139	1	1	1.015625
model_1_2	eval_tough	140	-1	-1	2.5
model_1_2	eval_tough	140	-1	1	-1.5
model_1_2	eval_tough	140	1	-1	-2.0625
model_1_2	eval_tough	140	1	1	2.375
model_1_2	eval_tough	141	-1	-1	2.0
model_1_2	eval_tough	141	-1	1	-1.9375
model_1_2	eval_tough	141	1	-1	-5.71875
model_1_2	eval_tough	141	1	1	-1.328125
model_1_2	eval_tough	142	-1	-1	2.0
model_1_2	eval_tough	142	-1	1	-1.9375
model_1_2	eval_tough	142	1	-1	0.953125
model_1_2	eval_tough	142	1	1	1.015625
model_1_2	eval_tough	143	-1	-1	2.0
model_1_2	eval_tough	143	-1	1	-1.9375
model_1_2	eval_tough	143	1	-1	-2.0625
model_1_2	eval_tough	143	1	1	2.375
model_1_2	eval_tough	144	-1	-1	6.875
model_1_2	eval_tough	144	-1	1	-1.4375
model_1_2	eval_tough	144	1	-1	-4.75
model_1_2	eval_tough	144	1	1	-5.84375
model_1_2	eval_tough	145	-1	-1	6.875
model_1_2	eval_tough	145	-1	1	-1.4375
model_1_2	eval_tough	145	1	-1	-0.1875
model_1_2	eval_tough	145	1	1	-5.796875
model_1_2	eval_tough	146	-1	-1	6.875
model_1_2	eval_tough	146	-1	1	-1.4375
model_1_2	eval_tough	146	1	-1	1.25
model_1_2	eval_tough	146	1	1	0.375
model_1_2	eval_tough	147	-1	-1	2.5
model_1_2	eval_tough	147	-1	1	-4.125
model_1_2	eval_tough	147	1	-1	-4.75
model_1_2	eval_tough	147	1	1	-5.84375
model_1_2	eval_tough	148	-1	-1	2.5
model_1_2	eval_tough	148	-1	1	-4.125
model_1_2	eval_tough	148	1	-1	-0.1875
model_1_2	eval_tough	148	1	1	-5.796875
model_1_2	eval_tough	149	-1	-1	2.5
model_1_2	eval_tough	149	-1	1	-4.125
model_1_2	eval_tough	149	1	-1	1.25
model_1_2	eval_tough	149	1	1	0.375
model_1_2	eval_tough	150	-1	-1	2.8125
model_1_2	eval_tough	150	-1	1	-5.0625
model_1_2	eval_tough	150	1	-1	-4.75
model_1_2	eval_tough	150	1	1	-5.84375
model_1_2	eval_tough	151	-1	-1	2.8125
model_1_2	eval_tough	151	-1	1	-5.0625
model_1_2	eval_tough	151	1	-1	-0.1875
model_1_2	eval_tough	151	1	1	-5.796875
model_1_2	eval_tough	152	-1	-1	2.8125
model_1_2	eval_tough	152	-1	1	-5.0625
model_1_2	eval_tough	152	1	-1	1.25
model_1_2	eval_tough	152	1	1	0.375
model_1_2	eval_tough	153	-1	-1	-0.5625
model_1_2	eval_tough	153	-1	1	4.0
model_1_2	eval_tough	153	1	-1	0.4375
model_1_2	eval_tough	153	1	1	5.4375
model_1_2	eval_tough	154	-1	-1	-0.5625
model_1_2	eval_tough	154	-1	1	4.0
model_1_2	eval_tough	154	1	-1	-10.078125
model_1_2	eval_tough	154	1	1	-0.0625
model_1_2	eval_tough	155	-1	-1	-0.5625
model_1_2	eval_tough	155	-1	1	4.0
model_1_2	eval_tough	155	1	-1	-3.3125
model_1_2	eval_tough	155	1	1	3.625
model_1_2	eval_tough	156	-1	-1	0.5625
model_1_2	eval_tough	156	-1	1	2.4375
model_1_2	eval_tough	156	1	-1	0.4375
model_1_2	eval_tough	156	1	1	5.4375
model_1_2	eval_tough	157	-1	-1	0.5625
model_1_2	eval_tough	157	-1	1	2.4375
model_1_2	eval_tough	157	1	-1	-10.078125
model_1_2	eval_tough	157	1	1	-0.0625
model_1_2	eval_tough	158	-1	-1	0.5625
model_1_2	eval_tough	158	-1	1	2.4375
model_1_2	eval_tough	158	1	-1	-3.3125
model_1_2	eval_tough	158	1	1	3.625
model_1_2	eval_tough	159	-1	-1	0.25
model_1_2	eval_tough	159	-1	1	2.6875
model_1_2	eval_tough	159	1	-1	0.4375
model_1_2	eval_tough	159	1	1	5.4375
model_1_2	eval_tough	160	-1	-1	0.25
model_1_2	eval_tough	160	-1	1	2.6875
model_1_2	eval_tough	160	1	-1	-10.078125
model_1_2	eval_tough	160	1	1	-0.0625
model_1_2	eval_tough	161	-1	-1	0.25
model_1_2	eval_tough	161	-1	1	2.6875
model_1_2	eval_tough	161	1	-1	-3.3125
model_1_2	eval_tough	161	1	1	3.625
model_1_2	eval_tough	162	-1	-1	3.0625
model_1_2	eval_tough	162	-1	1	1.0
model_1_2	eval_tough	162	1	-1	-7.96875
model_1_2	eval_tough	162	1	1	-1.65625
model_1_2	eval_tough	163	-1	-1	3.0625
model_1_2	eval_tough	163	-1	1	1.0
model_1_2	eval_tough	163	1	-1	-1.25
model_1_2	eval_tough	163	1	1	2.203125
model_1_2	eval_tough	164	-1	-1	3.0625
model_1_2	eval_tough	164	-1	1	1.0
model_1_2	eval_tough	164	1	-1	-2.0
model_1_2	eval_tough	164	1	1	2.34375
model_1_2	eval_tough	165	-1	-1	1.25
model_1_2	eval_tough	165	-1	1	-2.28125
model_1_2	eval_tough	165	1	-1	-7.96875
model_1_2	eval_tough	165	1	1	-1.65625
model_1_2	eval_tough	166	-1	-1	1.25
model_1_2	eval_tough	166	-1	1	-2.28125
model_1_2	eval_tough	166	1	-1	-1.25
model_1_2	eval_tough	166	1	1	2.203125
model_1_2	eval_tough	167	-1	-1	1.25
model_1_2	eval_tough	167	-1	1	-2.28125
model_1_2	eval_tough	167	1	-1	-2.0
model_1_2	eval_tough	167	1	1	2.34375
model_1_2	eval_tough	168	-1	-1	1.5
model_1_2	eval_tough	168	-1	1	-0.375
model_1_2	eval_tough	168	1	-1	-7.96875
model_1_2	eval_tough	168	1	1	-1.65625
model_1_2	eval_tough	169	-1	-1	1.5
model_1_2	eval_tough	169	-1	1	-0.375
model_1_2	eval_tough	169	1	-1	-1.25
model_1_2	eval_tough	169	1	1	2.203125
model_1_2	eval_tough	170	-1	-1	1.5
model_1_2	eval_tough	170	-1	1	-0.375
model_1_2	eval_tough	170	1	-1	-2.0
model_1_2	eval_tough	170	1	1	2.34375
model_1_2	eval_tough	171	-1	-1	2.1875
model_1_2	eval_tough	171	-1	1	-0.3125
model_1_2	eval_tough	171	1	-1	-6.21875
model_1_2	eval_tough	171	1	1	-5.0
model_1_2	eval_tough	172	-1	-1	2.1875
model_1_2	eval_tough	172	-1	1	-0.3125
model_1_2	eval_tough	172	1	-1	1.15625
model_1_2	eval_tough	172	1	1	-5.890625
model_1_2	eval_tough	173	-1	-1	2.1875
model_1_2	eval_tough	173	-1	1	-0.3125
model_1_2	eval_tough	173	1	-1	-2.25
model_1_2	eval_tough	173	1	1	-0.375
model_1_2	eval_tough	174	-1	-1	-1.0
model_1_2	eval_tough	174	-1	1	-4.5
model_1_2	eval_tough	174	1	-1	-6.21875
model_1_2	eval_tough	174	1	1	-5.0
model_1_2	eval_tough	175	-1	-1	-1.0
model_1_2	eval_tough	175	-1	1	-4.5
model_1_2	eval_tough	175	1	-1	1.15625
model_1_2	eval_tough	175	1	1	-5.890625
model_1_2	eval_tough	176	-1	-1	-1.0
model_1_2	eval_tough	176	-1	1	-4.5
model_1_2	eval_tough	176	1	-1	-2.25
model_1_2	eval_tough	176	1	1	-0.375
model_1_2	eval_tough	177	-1	-1	1.625
model_1_2	eval_tough	177	-1	1	-1.625
model_1_2	eval_tough	177	1	-1	-6.21875
model_1_2	eval_tough	177	1	1	-5.0
model_1_2	eval_tough	178	-1	-1	1.625
model_1_2	eval_tough	178	-1	1	-1.625
model_1_2	eval_tough	178	1	-1	1.15625
model_1_2	eval_tough	178	1	1	-5.890625
model_1_2	eval_tough	179	-1	-1	1.625
model_1_2	eval_tough	179	-1	1	-1.625
model_1_2	eval_tough	179	1	-1	-2.25
model_1_2	eval_tough	179	1	1	-0.375
model_1_2	eval_tough	180	-1	-1	-1.71875
model_1_2	eval_tough	180	-1	1	0.5625
model_1_2	eval_tough	180	1	-1	-3.125
model_1_2	eval_tough	180	1	1	1.40625
model_1_2	eval_tough	181	-1	-1	-1.71875
model_1_2	eval_tough	181	-1	1	0.5625
model_1_2	eval_tough	181	1	-1	0.53125
model_1_2	eval_tough	181	1	1	0.75
model_1_2	eval_tough	182	-1	-1	-1.71875
model_1_2	eval_tough	182	-1	1	0.5625
model_1_2	eval_tough	182	1	-1	-2.4375
model_1_2	eval_tough	182	1	1	2.25
model_1_2	eval_tough	183	-1	-1	-1.65625
model_1_2	eval_tough	183	-1	1	-1.1875
model_1_2	eval_tough	183	1	-1	-3.125
model_1_2	eval_tough	183	1	1	1.40625
model_1_2	eval_tough	184	-1	-1	-1.65625
model_1_2	eval_tough	184	-1	1	-1.1875
model_1_2	eval_tough	184	1	-1	0.53125
model_1_2	eval_tough	184	1	1	0.75
model_1_2	eval_tough	185	-1	-1	-1.65625
model_1_2	eval_tough	185	-1	1	-1.1875
model_1_2	eval_tough	185	1	-1	-2.4375
model_1_2	eval_tough	185	1	1	2.25
model_1_2	eval_tough	186	-1	-1	1.3125
model_1_2	eval_tough	186	-1	1	2.375
model_1_2	eval_tough	186	1	-1	-3.125
model_1_2	eval_tough	186	1	1	1.40625
model_1_2	eval_tough	187	-1	-1	1.3125
model_1_2	eval_tough	187	-1	1	2.375
model_1_2	eval_tough	187	1	-1	0.53125
model_1_2	eval_tough	187	1	1	0.75
model_1_2	eval_tough	188	-1	-1	1.3125
model_1_2	eval_tough	188	-1	1	2.375
model_1_2	eval_tough	188	1	-1	-2.4375
model_1_2	eval_tough	188	1	1	2.25
model_1_2	eval_tough	189	-1	-1	2.1875
model_1_2	eval_tough	189	-1	1	1.1875
model_1_2	eval_tough	189	1	-1	-5.125
model_1_2	eval_tough	189	1	1	-0.5625
model_1_2	eval_tough	190	-1	-1	2.1875
model_1_2	eval_tough	190	-1	1	1.1875
model_1_2	eval_tough	190	1	-1	-2.53125
model_1_2	eval_tough	190	1	1	-2.3125
model_1_2	eval_tough	191	-1	-1	2.1875
model_1_2	eval_tough	191	-1	1	1.1875
model_1_2	eval_tough	191	1	-1	-1.28125
model_1_2	eval_tough	191	1	1	3.1875
model_1_2	eval_tough	192	-1	-1	-1.8125
model_1_2	eval_tough	192	-1	1	-1.78125
model_1_2	eval_tough	192	1	-1	-5.125
model_1_2	eval_tough	192	1	1	-0.5625
model_1_2	eval_tough	193	-1	-1	-1.8125
model_1_2	eval_tough	193	-1	1	-1.78125
model_1_2	eval_tough	193	1	-1	-2.53125
model_1_2	eval_tough	193	1	1	-2.3125
model_1_2	eval_tough	194	-1	-1	-1.8125
model_1_2	eval_tough	194	-1	1	-1.78125
model_1_2	eval_tough	194	1	-1	-1.28125
model_1_2	eval_tough	194	1	1	3.1875
model_1_2	eval_tough	195	-1	-1	3.0625
model_1_2	eval_tough	195	-1	1	1.5625
model_1_2	eval_tough	195	1	-1	-5.125
model_1_2	eval_tough	195	1	1	-0.5625
model_1_2	eval_tough	196	-1	-1	3.0625
model_1_2	eval_tough	196	-1	1	1.5625
model_1_2	eval_tough	196	1	-1	-2.53125
model_1_2	eval_tough	196	1	1	-2.3125
model_1_2	eval_tough	197	-1	-1	3.0625
model_1_2	eval_tough	197	-1	1	1.5625
model_1_2	eval_tough	197	1	-1	-1.28125
model_1_2	eval_tough	197	1	1	3.1875
model_1_2	eval_tough	198	-1	-1	1.0
model_1_2	eval_tough	198	-1	1	-1.8125
model_1_2	eval_tough	198	1	-1	-1.21875
model_1_2	eval_tough	198	1	1	-6.625
model_1_2	eval_tough	199	-1	-1	1.0
model_1_2	eval_tough	199	-1	1	-1.8125
model_1_2	eval_tough	199	1	-1	2.03125
model_1_2	eval_tough	199	1	1	-5.578125
model_1_2	eval_tough	200	-1	-1	1.0
model_1_2	eval_tough	200	-1	1	-1.8125
model_1_2	eval_tough	200	1	-1	1.1875
model_1_2	eval_tough	200	1	1	0.75
model_1_2	eval_tough	201	-1	-1	-0.5625
model_1_2	eval_tough	201	-1	1	-2.96875
model_1_2	eval_tough	201	1	-1	-1.21875
model_1_2	eval_tough	201	1	1	-6.625
model_1_2	eval_tough	202	-1	-1	-0.5625
model_1_2	eval_tough	202	-1	1	-2.96875
model_1_2	eval_tough	202	1	-1	2.03125
model_1_2	eval_tough	202	1	1	-5.578125
model_1_2	eval_tough	203	-1	-1	-0.5625
model_1_2	eval_tough	203	-1	1	-2.96875
model_1_2	eval_tough	203	1	-1	1.1875
model_1_2	eval_tough	203	1	1	0.75
model_1_2	eval_tough	204	-1	-1	0.0
model_1_2	eval_tough	204	-1	1	0.0625
model_1_2	eval_tough	204	1	-1	-1.21875
model_1_2	eval_tough	204	1	1	-6.625
model_1_2	eval_tough	205	-1	-1	0.0
model_1_2	eval_tough	205	-1	1	0.0625
model_1_2	eval_tough	205	1	-1	2.03125
model_1_2	eval_tough	205	1	1	-5.578125
model_1_2	eval_tough	206	-1	-1	0.0
model_1_2	eval_tough	206	-1	1	0.0625
model_1_2	eval_tough	206	1	-1	1.1875
model_1_2	eval_tough	206	1	1	0.75
model_1_2	eval_tough	207	-1	-1	0.9375
model_1_2	eval_tough	207	-1	1	2.375
model_1_2	eval_tough	207	1	-1	-0.78125
model_1_2	eval_tough	207	1	1	1.4375
model_1_2	eval_tough	208	-1	-1	0.9375
model_1_2	eval_tough	208	-1	1	2.375
model_1_2	eval_tough	208	1	-1	-6.984375
model_1_2	eval_tough	208	1	1	-2.1953125
model_1_2	eval_tough	209	-1	-1	0.9375
model_1_2	eval_tough	209	-1	1	2.375
model_1_2	eval_tough	209	1	-1	-5.125
model_1_2	eval_tough	209	1	1	2.375
model_1_2	eval_tough	210	-1	-1	-0.0625
model_1_2	eval_tough	210	-1	1	0.9375
model_1_2	eval_tough	210	1	-1	-0.78125
model_1_2	eval_tough	210	1	1	1.4375
model_1_2	eval_tough	211	-1	-1	-0.0625
model_1_2	eval_tough	211	-1	1	0.9375
model_1_2	eval_tough	211	1	-1	-6.984375
model_1_2	eval_tough	211	1	1	-2.1953125
model_1_2	eval_tough	212	-1	-1	-0.0625
model_1_2	eval_tough	212	-1	1	0.9375
model_1_2	eval_tough	212	1	-1	-5.125
model_1_2	eval_tough	212	1	1	2.375
model_1_2	eval_tough	213	-1	-1	4.125
model_1_2	eval_tough	213	-1	1	3.25
model_1_2	eval_tough	213	1	-1	-0.78125
model_1_2	eval_tough	213	1	1	1.4375
model_1_2	eval_tough	214	-1	-1	4.125
model_1_2	eval_tough	214	-1	1	3.25
model_1_2	eval_tough	214	1	-1	-6.984375
model_1_2	eval_tough	214	1	1	-2.1953125
model_1_2	eval_tough	215	-1	-1	4.125
model_1_2	eval_tough	215	-1	1	3.25
model_1_2	eval_tough	215	1	-1	-5.125
model_1_2	eval_tough	215	1	1	2.375
model_1_2	eval_tough	216	-1	-1	4.5
model_1_2	eval_tough	216	-1	1	2.6875
model_1_2	eval_tough	216	1	-1	-6.90625
model_1_2	eval_tough	216	1	1	-1.71875
model_1_2	eval_tough	217	-1	-1	4.5
model_1_2	eval_tough	217	-1	1	2.6875
model_1_2	eval_tough	217	1	-1	-0.796875
model_1_2	eval_tough	217	1	1	2.25
model_1_2	eval_tough	218	-1	-1	4.5
model_1_2	eval_tough	218	-1	1	2.6875
model_1_2	eval_tough	218	1	-1	-4.125
model_1_2	eval_tough	218	1	1	3.4375
model_1_2	eval_tough	219	-1	-1	3.375
model_1_2	eval_tough	219	-1	1	-2.9375
model_1_2	eval_tough	219	1	-1	-6.90625
model_1_2	eval_tough	219	1	1	-1.71875
model_1_2	eval_tough	220	-1	-1	3.375
model_1_2	eval_tough	220	-1	1	-2.9375
model_1_2	eval_tough	220	1	-1	-0.796875
model_1_2	eval_tough	220	1	1	2.25
model_1_2	eval_tough	221	-1	-1	3.375
model_1_2	eval_tough	221	-1	1	-2.9375
model_1_2	eval_tough	221	1	-1	-4.125
model_1_2	eval_tough	221	1	1	3.4375
model_1_2	eval_tough	222	-1	-1	2.1875
model_1_2	eval_tough	222	-1	1	0.0
model_1_2	eval_tough	222	1	-1	-6.90625
model_1_2	eval_tough	222	1	1	-1.71875
model_1_2	eval_tough	223	-1	-1	2.1875
model_1_2	eval_tough	223	-1	1	0.0
model_1_2	eval_tough	223	1	-1	-0.796875
model_1_2	eval_tough	223	1	1	2.25
model_1_2	eval_tough	224	-1	-1	2.1875
model_1_2	eval_tough	224	-1	1	0.0
model_1_2	eval_tough	224	1	-1	-4.125
model_1_2	eval_tough	224	1	1	3.4375
model_1_2	eval_tough	225	-1	-1	2.9375
model_1_2	eval_tough	225	-1	1	-0.25
model_1_2	eval_tough	225	1	-1	-7.8125
model_1_2	eval_tough	225	1	1	-6.34375
model_1_2	eval_tough	226	-1	-1	2.9375
model_1_2	eval_tough	226	-1	1	-0.25
model_1_2	eval_tough	226	1	-1	4.375
model_1_2	eval_tough	226	1	1	-6.46875
model_1_2	eval_tough	227	-1	-1	2.9375
model_1_2	eval_tough	227	-1	1	-0.25
model_1_2	eval_tough	227	1	-1	-0.0625
model_1_2	eval_tough	227	1	1	-0.125
model_1_2	eval_tough	228	-1	-1	0.6875
model_1_2	eval_tough	228	-1	1	-4.875
model_1_2	eval_tough	228	1	-1	-7.8125
model_1_2	eval_tough	228	1	1	-6.34375
model_1_2	eval_tough	229	-1	-1	0.6875
model_1_2	eval_tough	229	-1	1	-4.875
model_1_2	eval_tough	229	1	-1	4.375
model_1_2	eval_tough	229	1	1	-6.46875
model_1_2	eval_tough	230	-1	-1	0.6875
model_1_2	eval_tough	230	-1	1	-4.875
model_1_2	eval_tough	230	1	-1	-0.0625
model_1_2	eval_tough	230	1	1	-0.125
model_1_2	eval_tough	231	-1	-1	1.5
model_1_2	eval_tough	231	-1	1	-3.125
model_1_2	eval_tough	231	1	-1	-7.8125
model_1_2	eval_tough	231	1	1	-6.34375
model_1_2	eval_tough	232	-1	-1	1.5
model_1_2	eval_tough	232	-1	1	-3.125
model_1_2	eval_tough	232	1	-1	4.375
model_1_2	eval_tough	232	1	1	-6.46875
model_1_2	eval_tough	233	-1	-1	1.5
model_1_2	eval_tough	233	-1	1	-3.125
model_1_2	eval_tough	233	1	-1	-0.0625
model_1_2	eval_tough	233	1	1	-0.125
model_1_2	eval_tough	234	-1	-1	-2.125
model_1_2	eval_tough	234	-1	1	3.5
model_1_2	eval_tough	234	1	-1	-2.59375
model_1_2	eval_tough	234	1	1	1.8125
model_1_2	eval_tough	235	-1	-1	-2.125
model_1_2	eval_tough	235	-1	1	3.5
model_1_2	eval_tough	235	1	-1	-5.1875
model_1_2	eval_tough	235	1	1	-0.8125
model_1_2	eval_tough	236	-1	-1	-2.125
model_1_2	eval_tough	236	-1	1	3.5
model_1_2	eval_tough	236	1	-1	-4.25
model_1_2	eval_tough	236	1	1	3.75
model_1_2	eval_tough	237	-1	-1	-2.90625
model_1_2	eval_tough	237	-1	1	1.09375
model_1_2	eval_tough	237	1	-1	-2.59375
model_1_2	eval_tough	237	1	1	1.8125
model_1_2	eval_tough	238	-1	-1	-2.90625
model_1_2	eval_tough	238	-1	1	1.09375
model_1_2	eval_tough	238	1	-1	-5.1875
model_1_2	eval_tough	238	1	1	-0.8125
model_1_2	eval_tough	239	-1	-1	-2.90625
model_1_2	eval_tough	239	-1	1	1.09375
model_1_2	eval_tough	239	1	-1	-4.25
model_1_2	eval_tough	239	1	1	3.75
model_1_2	eval_tough	240	-1	-1	0.625
model_1_2	eval_tough	240	-1	1	3.875
model_1_2	eval_tough	240	1	-1	-2.96875
model_1_2	eval_tough	240	1	1	1.625
model_1_2	eval_tough	241	-1	-1	0.625
model_1_2	eval_tough	241	-1	1	3.875
model_1_2	eval_tough	241	1	-1	-5.28125
model_1_2	eval_tough	241	1	1	-0.5625
model_1_2	eval_tough	242	-1	-1	0.625
model_1_2	eval_tough	242	-1	1	3.875
model_1_2	eval_tough	242	1	-1	-4.4375
model_1_2	eval_tough	242	1	1	3.625
model_1_2	eval_wh	0	-1	-1	-2.307291666666666
model_1_2	eval_wh	0	1	-1	-0.7708333333333357
model_1_2	eval_wh	1	-1	-1	-1.65625
model_1_2	eval_wh	1	1	-1	-1.1770833333333321
model_1_2	eval_wh	2	-1	-1	-0.9609375
model_1_2	eval_wh	2	1	-1	0.07291666666666607
model_1_2	eval_wh	3	-1	-1	-1.1171875
model_1_2	eval_wh	3	1	-1	-0.16666666666666785
model_1_2	eval_wh	4	-1	-1	-0.890625
model_1_2	eval_wh	4	1	-1	-2.484375
model_1_2	eval_wh	5	-1	-1	0.34635416666666785
model_1_2	eval_wh	5	1	-1	-0.7473958333333339
model_1_2	eval_wh	6	-1	-1	0.43294270833333215
model_1_2	eval_wh	6	1	-1	0.16145833333333393
model_1_2	eval_wh	7	-1	-1	1.4895833333333357
model_1_2	eval_wh	7	1	-1	-2.416666666666666
model_1_2	eval_wh	8	-1	-1	0.171875
model_1_2	eval_wh	8	1	-1	-1.424479166666666
model_1_2	eval_wh	9	-1	-1	-1.350260416666666
model_1_2	eval_wh	9	1	-1	-1.4837239583333321
model_1_2	eval_wh	10	-1	-1	-0.010416666666667851
model_1_2	eval_wh	10	1	-1	-2.761067708333334
model_1_2	eval_wh	11	-1	-1	0.16145833333333215
model_1_2	eval_wh	11	1	-1	3.0625
model_1_2	eval_wh	12	-1	-1	-0.9791666666666661
model_1_2	eval_wh	12	1	-1	-0.9583333333333321
model_1_2	eval_wh	13	-1	-1	0.6354166666666679
model_1_2	eval_wh	13	1	-1	-2.411458333333332
model_1_2	eval_wh	14	-1	-1	0.3645833333333339
model_1_2	eval_wh	14	1	-1	-0.34375
model_1_2	eval_wh	15	-1	-1	0.96875
model_1_2	eval_wh	15	1	-1	-1.7760416666666679
model_1_2	eval_wh	16	-1	-1	2.03125
model_1_2	eval_wh	16	1	-1	-2.75
model_1_2	eval_wh	17	-1	-1	2.546875
model_1_2	eval_wh	17	1	-1	-1.565104166666666
model_1_2	eval_wh	18	-1	-1	-0.65625
model_1_2	eval_wh	18	1	-1	0.96875
model_1_2	eval_wh	19	-1	-1	0.31510416666666785
model_1_2	eval_wh	19	1	-1	-1.783854166666666
